x,y,length
452.0,32.0,3287625.0
447.0,32.0,3281450.0
442.0,32.0,3275500.0
437.0,32.0,3253000.0
432.0,32.0,3233175.0
427.0,32.0,3216125.0
422.0,32.0,3215900.0
417.0,32.0,3215500.0
412.0,32.0,3214975.0
407.0,32.0,3214375.0
402.0,32.0,3213750.0
397.0,32.0,3213150.0
632.0,27.0,6298575.0
637.0,27.0,6446825.0
642.0,27.0,6597450.0
647.0,27.0,6750500.0
652.0,27.0,6906025.0
657.0,27.0,7064075.0
662.0,27.0,7664450.0
667.0,27.0,7779950.0
592.0,27.0,5192075.0
597.0,27.0,5323125.0
602.0,27.0,5456150.0
607.0,27.0,5591200.0
612.0,27.0,5728325.0
617.0,27.0,5867575.0
622.0,27.0,6009000.0
627.0,27.0,6152650.0
717.0,27.0,8892325.0
712.0,27.0,8786075.0
727.0,27.0,9100300.0
722.0,27.0,8997100.0
737.0,27.0,9301575.0
732.0,27.0,9201825.0
747.0,27.0,9495350.0
742.0,27.0,9399450.0
677.0,27.0,8009425.0
672.0,27.0,7894975.0
687.0,27.0,8236200.0
682.0,27.0,8123200.0
697.0,27.0,8459475.0
692.0,27.0,8348325.0
707.0,27.0,8678450.0
702.0,27.0,8569550.0
47.0,32.0,8170625.0
52.0,32.0,7966200.0
37.0,32.0,8590250.0
42.0,32.0,8378625.0
67.0,32.0,7373875.0
72.0,32.0,7183250.0
57.0,32.0,7765300.0
62.0,32.0,7567875.0
7.0,32.0,9292550.0
12.0,32.0,9209425.0
2.0,32.0,9379650.0
27.0,32.0,8983400.0
32.0,32.0,8915675.0
17.0,32.0,9130225.0
22.0,32.0,9054900.0
132.0,32.0,6256375.0
127.0,32.0,6271975.0
122.0,32.0,6290350.0
117.0,32.0,6311550.0
152.0,32.0,6220725.0
147.0,32.0,6225725.0
142.0,32.0,6233300.0
137.0,32.0,6243500.0
92.0,32.0,6461675.0
87.0,32.0,6631125.0
82.0,32.0,6811925.0
77.0,32.0,6995950.0
112.0,32.0,6335625.0
107.0,32.0,6362625.0
102.0,32.0,6392600.0
